小区名称,户型,面积,区域,楼层,朝向,价格（W）,单价（平方米）,建筑时间
新城悠活城,2室2厅,82.59,嘉定,中区/18层,朝南,320,38745,2012年建
新城金郡,3室2厅,95.26,嘉定,低区/17层,朝南北,400,41990,2013年建
新城悠活城,2室2厅,82.28,嘉定,高区/18层,朝南,325,39499,2012年建
水岸金桥苑,2室2厅,73.58,嘉定,高区/6层,朝南北,340,46208,2008年建
嘉宝梦之湾（公寓）,3室2厅,96.4,嘉定,低区/24层,朝南北,382,39626,
旭辉华庭,2室2厅,85.68,嘉定,高区/18层,朝南北,365,42600,
新城金郡,2室2厅,81.18,嘉定,高区/18层,朝南,350,43114,2013年建
好世皇马苑,3室2厅,100.08,嘉定,低区/24层,朝南北,470,46962,2011年建
日月光伯爵天地,3室1厅,90.55,嘉定,低区/20层,朝南,355,39204,2012年建
新里米兰公寓,2室2厅,78.73,嘉定,中区/16层,朝南,290,36834,2012年建
澜茵华庭,1室1厅,56.39,嘉定,低区/11层,朝南,290,51427,2005年建
大宅风范城,3室2厅,122.01,嘉定,高区/13层,朝南北,580,47537,2007年建
新里米兰公寓,4室2厅,124.75,嘉定,高区/16层,朝南北,460,36873,2012年建
新城尚上城,2室2厅,88.36,嘉定,高区/11层,朝南北,330,37347,2012年建
旭辉华庭,2室2厅,74.94,嘉定,低区/18层,朝南,305,40699,
李园一村,2室1厅,58.17,嘉定,高区/6层,朝南,180,30943,1990年建
澜茵华庭,1室1厅,56.45,嘉定,低区/6层,朝南,290,51372,2005年建
万达广场（嘉定）,1室1厅,59.04,嘉定,高区/12层,朝南,135,22865,2011年建
龙湖郦城,1室1厅,67.92,嘉定,中区/29层,朝西,150,22084,2012年建
尚都国际酒店公寓,1室0厅,54.02,嘉定,中区/23层,朝南,78,14439,2012年建
金地格林世界（圣琼斯湾）,4室3厅,224.11,嘉定,地上1层,(进门),1350,60238,2007年建
新城尚上城,2室2厅,83.45,嘉定,低区/15层,朝南,300,35949,2012年建
龙湖郦城,2室2厅,97.09,嘉定,高区/27层,朝南北,420,43258,2012年建
丰庄十四街坊,3室1厅,61.22,嘉定,低区/6层,朝南,340,55537,
新城金郡,2室2厅,82.66,嘉定,中区/18层,朝南,350,42342,2011年建
绿地新江桥城,2室2厅,78.01,嘉定,高区/15层,朝南北,350,44866,2011年建
中冶翔腾,2室1厅,67.58,嘉定,高区/16层,朝南,360,53270,2012年建
水岸秀苑,2室2厅,83.77,嘉定,低区/5层,朝南北,370,44168,2005年建
嘉亭菁苑,3室3厅,143.14,嘉定,高区/33层,朝南,530,37026,2011年建
新城金郡,3室2厅,137.68,嘉定,低区/11层,朝南北,570,41400,2011年建
龙湖郦城,2室2厅,83.1,嘉定,中区/16层,朝南,385,46329,2011年建
西上海名邸,3室2厅,134.2,嘉定,低区/17层,朝南北,460,34277,2011年建
绿地新江桥城,1室1厅,56.48,嘉定,低区/15层,朝南,280,49575,2011年建
红梅小区（嘉定）,1室1厅,44.25,嘉定,高区/6层,朝南,150,33898,1983年建
新城尚上城,2室2厅,81.65,嘉定,低区/12层,朝南,295,36129,2012年建
金鹤新城双佳翠庭,2室2厅,74.8,嘉定,中区/6层,朝南北,365,48796,2007年建
嘉亭菁苑,3室2厅,163.38,嘉定,低区/33层,朝南北,520,31827,2011年建
绿地新江桥城,2室2厅,77.06,嘉定,中区/15层,朝南,355,46067,2011年建
中房公寓,2室2厅,79.79,嘉定,低区/7层,朝南,325,40731,2007年建
好世皇马苑,2室2厅,83.34,嘉定,高区/24层,朝南北,380,45596,2011年建
中房公寓,2室1厅,79.31,嘉定,低区/7层,朝南北,335,42239,2007年建
龙湖郦城,1室1厅,39.42,嘉定,低区/29层,朝东,87,22070,2012年建
万达广场（嘉定）,1室1厅,42.51,嘉定,中区/10层,朝北,145,34109,2011年建
绿地新江桥城,2室1厅,77.06,嘉定,高区/15层,朝南,345,44770,2011年建
恒嘉花园,1室1厅,39.68,嘉定,中区/6层,朝南,175,44102,1995年建
通用国际,1室1厅,36.27,嘉定,中区/6层,朝北,95,26192,2014年建
嘉实上城名都（公寓）,2室2厅,105.27,嘉定,中区/23层,,400,37997,
阳光葡提公馆,2室2厅,83.88,嘉定,中区/25层,,220,26227,
路劲翡丽湾（公寓）,3室2厅,149.7,嘉定,低区/20层,朝南北,650,43420,2013年建
通用国际,1室0厅,47.7,嘉定,中区/7层,朝北,140,29350,2014年建
嘉实上城名都（公寓）,3室2厅,119.65,嘉定,中区/17层,朝南北,420,35102,
新城金郡,2室2厅,51.18,嘉定,中区/17层,朝西,130,25400,2013年建
绿地颐景嘉园,2室2厅,78.42,嘉定,低区/10层,朝南北,350,44631,2013年建
合景峰汇,2室2厅,50.18,嘉定,高区/20层,朝北,105,20924,2013年建
水岸金桥苑,1室1厅,56.34,嘉定,中区/13层,朝南北,258,45793,2008年建
绿地新江桥城,1室1厅,55.3,嘉定,高区/15层,朝南,260,47016,2011年建
紫荆四村,3室1厅,110,嘉定,中区/6层,朝南,325,29545,1995年建
紫荆三村,3室1厅,109.44,嘉定,中区/6层,朝南北,380,34722,
北大街280弄,2室2厅,80.7,嘉定,高区/7层,,240,29739,1994年建
绿地新江桥城,2室2厅,76.6,嘉定,低区/15层,朝南,340,44386,2011年建
大宅风范城,2室1厅,69.62,嘉定,高区/13层,朝南,360,51709,2011年建
新城金郡,2室2厅,41.08,嘉定,低区/22层,朝北,106,25803,
玉兰一村,3室2厅,120,嘉定,中区/5层,朝南,340,28333,2001年建
新城金郡,2室1厅,57,嘉定,低区/17层,朝南,150,26315,2013年建
桃园公寓（嘉定）,2室1厅,96.78,嘉定,低区/29层,朝西南,300,30998,1996年建
中信泰富又一城,2室2厅,97.48,嘉定,高区/30层,朝南北,405,41546,2014年建
金丰新村,2室1厅,58.21,嘉定,高区/6层,朝南,250,42947,1994年建
嘉利坊,1室1厅,52.23,嘉定,低区/7层,朝南北,255,48822,1994年建
保利海上五月花（公寓）,3室2厅,89.01,嘉定,低区/14层,朝南北,360,40444,2009年建
水仙小区,2室1厅,57.9,嘉定,低区/6层,朝南,240,41450,1988年建
玉兰二村,5室3厅,113.7,嘉定,高区/6层,朝南北,500,43975,2003年建
金地格林世界（森林公馆）,2室2厅,87.41,嘉定,高区/14层,朝南北,460,52625,2010年建
嘉源小区,5室2厅,129,嘉定,高区/5层,朝南,550,42635,2001年建
嘉旺苑,4室2厅,98.9,嘉定,高区/13层,朝南,750,75834,2006年建
丰庄二村,2室1厅,71.34,嘉定,中区/6层,朝南,335,46958,1997年建
底特律财富天地,2室1厅,48.49,嘉定,高区/24层,朝东,100,20622,2011年建
金地格林世界（圣琼斯湾）,4室2厅,202.97,嘉定,地上2层,(进门),900,44341,2007年建
丽景新苑,2室2厅,72.06,嘉定,高区/7层,朝南北,340,47182,1998年建
日月光伯爵公馆,1室1厅,47.27,嘉定,中区/27层,,105,22212,2014年建
沁富佳苑,2室1厅,88.48,嘉定,中区/6层,朝南北,295,33340,2006年建
好世商业广场,2室1厅,53.7,嘉定,低区/18层,朝西,150,27932,
旭辉U天地（商住）,2室1厅,48.51,嘉定,低区/12层,朝西,180,37105,2014年建
新城金郡,2室1厅,51.18,嘉定,中区/17层,朝东,126,24618,2013年建
新城金郡,2室2厅,60,嘉定,中区/22层,朝南,150,25000,
日月光伯爵公馆,1室0厅,46.52,嘉定,高区/27层,朝东南,110,23645,2014年建
旭辉U天地（商住）,2室2厅,48.72,嘉定,高区/12层,朝南,170,34893,2014年建
佳兆业壹号,3室2厅,89.27,嘉定,中区/17层,朝南北,378,42343,2014年建
MAX未来,2室1厅,47.48,嘉定,低区/9层,朝南,160,33698,2015年建
德绍豪斯,4室4厅,306.04,嘉定,低区/4层,,850,27774,2012年建
金地格林世界（格林公馆）,3室2厅,88.69,嘉定,中区/18层,朝南北,475,53557,2011年建
金地格林世界（元墅）,5室3厅,291.63,嘉定,地上3层,(进门) 南,1800,61722,2011年建
佳兆业壹号,3室2厅,88.36,嘉定,低区/17层,朝南,360,40742,2014年建
大众春盛苑,3室2厅,141.65,嘉定,高区/6层,朝南北,360,25414,2004年建
汇丰沁苑,1室1厅,53.77,嘉定,高区/13层,朝南,270,50213,2009年建
新城尚上城,3室2厅,128.45,嘉定,低区/18层,朝南北,500,38925,2012年建
万达广场（嘉定）,1室1厅,58.25,嘉定,中区/13层,朝南,120,20600,2011年建
尚都国际酒店公寓,1室1厅,56.11,嘉定,中区/15层,朝南,80,14257,2012年建
盘古天地,3室2厅,89.84,嘉定,高区/27层,朝南北,410,45636,2010年建
芙蓉新村,3室2厅,113.8,嘉定,高区/6层,朝南,350,30755,
白银时代,2室2厅,88.77,嘉定,中区/22层,朝南,360,40554,2013年建
万达广场（嘉定）,1室1厅,58.31,嘉定,中区/10层,朝东,200,34299,2011年建
新城公馆,3室2厅,182.11,嘉定,高区/18层,朝南,1080,59304,2012年建
新城公馆,3室2厅,182.11,嘉定,高区/18层,朝南,910,49969,2012年建
万达广场（嘉定）,1室0厅,46.41,嘉定,中区/11层,朝北,107,23055,2011年建
新城金郡,3室2厅,124.3,嘉定,低区/18层,朝南北,500,40225,2013年建
尚都国际酒店公寓,1室1厅,54.6,嘉定,中区/15层,朝北,70,12820,2012年建
柳梁路55弄,1室1厅,53.23,嘉定,低区/18层,朝南,80,15029,
澜茵华庭,2室2厅,80.12,嘉定,中区/11层,朝南北,450,56165,2005年建
尚都国际酒店公寓,1室1厅,54.02,嘉定,低区/23层,朝南,80,14809,2012年建
尚都国际酒店公寓,1室1厅,54.02,嘉定,中区/23层,朝南,100,18511,2012年建
万达广场（嘉定）,1室1厅,56.59,嘉定,中区/13层,朝南,170,30040,2011年建
水岸金桥苑,2室1厅,72.75,嘉定,高区/13层,朝南,360,49484,2008年建
新城尚上城,2室2厅,92,嘉定,高区/18层,朝,330,35869,2013年建
中虹华苑,2室2厅,74,嘉定,中区/6层,朝南北,340,45945,2006年建
新城尚上城,2室2厅,82.44,嘉定,中区/17层,朝南,300,36390,2012年建
旭辉华庭,2室2厅,74.94,嘉定,低区/18层,朝南,320,42700,
常发豪庭国际,1室1厅,53.44,嘉定,高区/18层,朝南,245,45845,2013年建
绿地新江桥城,2室2厅,77.48,嘉定,中区/15层,朝南,330,42591,2012年建
龙湖郦城,2室2厅,97.1,嘉定,低区/27层,朝南北,420,43254,2012年建
玉兰一村,3室2厅,131.9,嘉定,低区/6层,朝南北,465,35253,2001年建
龙湖郦城,2室1厅,62.08,嘉定,低区/29层,朝东,150,24162,2012年建
合景叠翠峰苑,2室1厅,79.8,嘉定,低区/18层,朝南,303,37969,2012年建
新城金郡,2室2厅,91.42,嘉定,高区/17层,朝南北,390,42660,2013年建
绿地新江桥城,2室2厅,77.25,嘉定,中区/15层,朝南北,350,45307,2011年建
缘圆宝邸,2室2厅,72.91,嘉定,低区/7层,朝南,400,54862,2008年建
万达广场（嘉定）,1室0厅,42.52,嘉定,高区/11层,朝北,100,23518,2011年建
尚都国际酒店公寓,1室1厅,54.6,嘉定,中区/15层,朝,115,21062,2012年建
爱德佳苑（一期）,1室1厅,60.52,嘉定,中区/6层,朝南北,265,43787,2010年建
尚都国际酒店公寓,1室1厅,54.95,嘉定,高区/23层,朝南,120,21838,2012年建
常发豪庭国际,1室1厅,53.44,嘉定,中区/18层,朝南,260,48652,2013年建
龙湖郦城,3室2厅,104.89,嘉定,中区/16层,朝南,560,53389,2011年建
盘古天地,4室2厅,128.77,嘉定,高区/37层,朝南北,586,45507,2012年建
尚都国际酒店公寓,1室1厅,54.6,嘉定,高区/15层,朝北,90,16483,2012年建
宏立瑞园,2室2厅,83.64,嘉定,高区/18层,朝,350,41846,2010年建
旭辉U天地（商住）,1室1厅,48.45,嘉定,高区/12层,朝西,180,37151,2014年建
金地格林世界（布鲁斯郡）,3室2厅,162.96,嘉定,地上5层,(进门) 南,800,49091,2008年建
新城尚上城,2室1厅,54,嘉定,高区/13层,朝南,100,18518,2013年建
紫荆四村,3室1厅,124.6,嘉定,中区/6层,朝,360,28892,1995年建
华润中央公园（浩翔路508弄）,2室2厅,96,嘉定,低区/21层,朝南,515,53645,2014年建
大众春盛苑,1室1厅,60.22,嘉定,中区/13层,朝南,200,33211,2006年建
大众春盛苑,2室2厅,79.32,嘉定,中区/6层,朝南,240,30257,2006年建
保利湖畔阳光苑,3室2厅,120.56,嘉定,中区/18层,朝南北,490,40643,2012年建
中星海上名豪苑（一期）,4室2厅,137.43,嘉定,中区/14层,朝南北,720,52390,2011年建
城中路41弄,2室0厅,47.76,嘉定,高区/6层,朝南,158,33082,1980年建
莱英北郡（公寓）,3室2厅,92.45,嘉定,高区/18层,朝南,310,33531,
塔城东路492弄,1室1厅,57.51,嘉定,中区/7层,朝南,175,30429,1995年建
中星海上名豪苑（四期）,2室2厅,89.76,嘉定,高区/18层,朝南北,450,50133,2014年建
同济融景雅苑,2室2厅,89.39,嘉定,高区/14层,朝南,420,46985,
嘉利坊,1室1厅,50.78,嘉定,高区/6层,朝南北,252,49625,1996年建
通用国际,1室0厅,37.51,嘉定,中区/6层,朝南,110,29325,2014年建
安亭新苑,3室2厅,138.4,嘉定,中区/10层,朝南北,420,30346,2005年建
江桥三村五街坊,2室1厅,75.95,嘉定,中区/6层,朝南北,270,35549,2001年建
民乐社区南苑六村,2室1厅,85.16,嘉定,高区/6层,朝南,253,29708,
德华二村,2室2厅,67.35,嘉定,高区/6层,朝南,266,39495,1987年建
远香舫新苑,2室0厅,60.36,嘉定,高区/18层,朝南,230,38104,2010年建
江桥三村九街坊,2室1厅,71.55,嘉定,高区/7层,朝南,285,39832,1995年建
嘉城新航域,1室1厅,55.66,嘉定,中区/17层,朝南,295,53000,2009年建
保利海上五月花（公寓）,1室1厅,55.51,嘉定,低区/14层,朝南,250,45036,2009年建
天际蓝桥,4室2厅,140.93,嘉定,低区/14层,朝南北,719,51018,2010年建
嘉美坊,2室1厅,83.72,嘉定,中区/6层,朝南,390,46583,1996年建
嘉城新航域,2室2厅,87.29,嘉定,中区/11层,朝南北,410,46969,2009年建
同盛公寓,3室2厅,125.87,嘉定,低区/6层,朝南,650,51640,2004年建
小囡桥小区,2室0厅,54.9,嘉定,高区/7层,朝南,178,32422,1981年建
丰庄一村,2室1厅,66.6,嘉定,高区/6层,朝,310,46546,1995年建
远香舫新苑,3室2厅,135.32,嘉定,低区/16层,朝南北,450,33254,2010年建
银翔新村,2室1厅,61.23,嘉定,高区/6层,朝南,260,42462,1997年建
浦发香舍（公寓）,2室2厅,91.63,嘉定,中区/14层,朝南北,320,34923,2008年建
宁兴上尚湾,2室1厅,81.31,嘉定,中区/12层,朝南,430,52884,
华润中央公园（浩翔路508弄）,4室2厅,167.71,嘉定,高区/21层,朝南北,910,54260,2014年建
金华新村,2室1厅,67.85,嘉定,中区/6层,朝南,250,36845,1994年建
富友嘉园,2室2厅,72.11,嘉定,高区/6层,朝南北,270,37442,2005年建
保利湖畔阳光苑,3室2厅,120.56,嘉定,低区/18层,朝南北,470,38984,2012年建
龙湖蓝湖郡（别墅）,4室2厅,214.27,嘉定,地上3层,(进门) 南,830,38736,2010年建
安亭新镇赋苑,2室1厅,107.72,嘉定,中区/5层,朝东南,360,33419,2005年建
金地格林世界（城市公馆）,1室2厅,72.15,嘉定,低区/29层,朝南,360,49896,2009年建
玉兰三村,2室2厅,73.43,嘉定,低区/6层,朝南,250,34046,1996年建
润渡佳苑,3室2厅,102.25,嘉定,中区/6层,朝南北,260,25427,2007年建
城南新村,2室1厅,86.26,嘉定,中区/6层,朝南北,295,34198,1998年建
德华二村,2室1厅,78.31,嘉定,中区/6层,朝南北,320,40863,1999年建
嘉富小区,2室1厅,70.73,嘉定,中区/6层,朝南,235,33224,1994年建
大众春盛苑,2室2厅,79.32,嘉定,高区/6层,朝南北,260,32778,2006年建
华江景城,3室2厅,102.73,嘉定,中区/21层,朝南北,498,48476,2009年建
清水颐园,3室2厅,124.92,嘉定,高区/18层,朝南北,460,36823,2008年建
华江一村,2室1厅,67.4,嘉定,低区/6层,朝南北,290,43026,1995年建
金帝城市岸泊（公寓）,2室2厅,86.18,嘉定,低区/6层,朝南北,360,41773,2005年建
安亭新镇雅苑,4室2厅,151.36,嘉定,中区/5层,朝南北,496,32769,
嘉善坊,3室1厅,75,嘉定,低区/6层,朝南北,370,49333,1995年建
嘉城桃花岛（公寓）,3室2厅,128.8,嘉定,中区/14层,朝南北,600,46583,2006年建
沁富佳苑,2室2厅,88.82,嘉定,低区/6层,朝南北,310,34902,2006年建
小囡桥小区,1室1厅,40.78,嘉定,高区/7层,朝南北,135,33104,1981年建
真建七街坊,2室1厅,67.57,嘉定,中区/6层,朝南,340,50318,1999年建
富友嘉园,2室2厅,73,嘉定,低区/6层,朝南北,301,41232,2005年建
嘉和坊,1室1厅,47.43,嘉定,高区/6层,朝南,230,48492,1998年建
曹江公寓,2室2厅,88.27,嘉定,高区/6层,朝南北,390,44182,2006年建
江桥二村,2室1厅,77.73,嘉定,低区/6层,朝南,335,43097,1994年建
富友嘉园,2室2厅,72.68,嘉定,低区/6层,朝南北,293,40313,2005年建
江桥三村五街坊,2室1厅,60,嘉定,中区/6层,朝南,258,43000,2000年建
嘉尚坊,2室1厅,62.08,嘉定,低区/6层,朝南,295,47519,1997年建
沁富佳苑,3室2厅,128.54,嘉定,高区/6层,朝南北,370,28784,2005年建
富友嘉园,2室2厅,72.61,嘉定,高区/6层,朝南北,295,40628,2005年建
金帝城市岸泊（公寓）,3室2厅,131.71,嘉定,高区/13层,朝南北,500,37962,2007年建
金地格林世界（城市公馆）,1室2厅,69.79,嘉定,中区/29层,朝南,340,48717,2009年建
富友嘉园,2室2厅,71.7,嘉定,低区/6层,朝南北,300,41841,2004年建
银翔新村,2室2厅,87.9,嘉定,低区/6层,朝南,350,39817,1997年建
大众春盛苑,2室2厅,82.8,嘉定,高区/13层,朝南北,255,30797,2006年建
清水颐园,3室2厅,142.88,嘉定,中区/13层,朝南北,490,34294,2006年建
玉兰三村,2室1厅,88.44,嘉定,低区/6层,朝南,270,30529,1999年建
金地格林世界（森林公馆）,2室2厅,86.76,嘉定,中区/27层,朝南北,440,50714,2010年建
叶城二街坊,2室2厅,86.99,嘉定,中区/6层,朝南北,280,32187,2001年建
大众春盛苑,3室2厅,142.23,嘉定,高区/6层,,318,22358,2004年建
嘉城雅颂湾,2室2厅,88.12,嘉定,中区/6层,朝南北,425,48229,2008年建
栅桥小区,2室1厅,64.84,嘉定,中区/6层,,260,40098,1996年建
锦华茗园,3室2厅,133.61,嘉定,高区/6层,朝南北,550,41164,2007年建
金地格林世界（高尔夫公馆）,2室2厅,87.2,嘉定,中区/26层,朝南,435,49885,2009年建
嘉宝小区,2室1厅,70.08,嘉定,中区/6层,朝南,308,43949,
富友嘉园,2室2厅,72.4,嘉定,中区/6层,朝南北,305,42127,2005年建
大众春盛苑,3室2厅,111.85,嘉定,高区/6层,朝南北,320,28609,2006年建
大众春盛苑,3室2厅,141.62,嘉定,高区/6层,朝南北,330,23301,2004年建
和亭佳苑,2室2厅,92.54,嘉定,低区/6层,朝南北,300,32418,2004年建
汇丰沁苑,2室2厅,96.36,嘉定,中区/14层,朝南北,450,46699,2009年建
花园二村,3室2厅,130.45,嘉定,中区/6层,朝南北,270,20697,2006年建
安盛苑,3室2厅,98.87,嘉定,低区/6层,朝南,480,48548,2001年建
大众春盛苑,2室1厅,57.02,嘉定,中区/6层,朝南,210,36829,2006年建
嘉善坊,2室1厅,66.81,嘉定,低区/6层,朝南北,345,51638,1997年建
曹江公寓,3室2厅,119.19,嘉定,高区/11层,朝南北,545,45725,2006年建
民乐社区南苑六村,2室1厅,81.87,嘉定,中区/6层,朝南北,245,29925,
新成五坊,2室1厅,67.91,嘉定,中区/6层,,220,32395,1997年建
嘉善坊,3室1厅,79.29,嘉定,高区/6层,朝南北,345,43511,1995年建
安盛苑,3室2厅,120.6,嘉定,中区/6层,朝南北,530,43946,1999年建
金帝城市岸泊（公寓）,2室2厅,86.48,嘉定,中区/6层,朝南北,370,42784,2005年建
嘉城桃花岛（公寓）,3室2厅,133.11,嘉定,低区/10层,朝南北,555,41694,2006年建
澳丽映象,3室2厅,102.29,嘉定,高区/9层,朝南北,340,33238,2007年建
玉兰三村,2室2厅,88.42,嘉定,中区/6层,朝南,267,30196,1997年建
泰东公寓,3室2厅,139.19,嘉定,中区/6层,朝南,300,21553,2004年建
嘉旺苑,1室2厅,62.48,嘉定,中区/13层,朝南,295,47215,2006年建
